-5000,-20.9519,10.6755
-4997.56,-18.2864,12.0483
-4995.12,-13.0003,11.6662
-4992.68,-6.15424,9.66037
-4990.23,0.908863,6.34347
-4987.79,6.92423,2.06978
-4985.35,11.0351,-2.88309
-4982.91,12.9801,-8.38014
-4980.47,13.0789,-14.4315
-4978.03,12.0278,-21.1408
-4975.59,10.5816,-28.614
-4973.14,9.24415,-36.8597
-4970.7,8.08026,-45.6962
-4968.26,6.71895,-54.6974
-4965.82,4.55212,-63.1941
-4963.38,1.04223,-70.3442
-4960.94,-3.96137,-75.2707
-4958.5,-10.0349,-77.2427
-4956.05,-16.188,-75.8585
-4953.61,-21.0801,-71.1733
-4951.17,-23.3839,-63.7283
-4948.73,-22.1782,-54.4585
-4946.29,-17.2504,-44.4964
-4943.85,-9.21069,-34.9268
-4941.41,0.613987,-26.5669
-4938.96,10.4755,-19.8404
-4936.52,18.6022,-14.7806
-4934.08,23.5892,-11.1521
-4931.64,24.6817,-8.63579
-4929.2,21.8896,-7.00106
-4926.76,15.9234,-6.20005
-4924.32,7.98638,-6.35057
-4921.88,-0.50772,-7.62684
-4919.43,-8.21835,-10.1119
-4916.99,-14.1015,-13.6792
-4914.55,-17.536,-17.9576
-4912.11,-18.3479,-22.3911
-4909.67,-16.7522,-26.3681
-4907.23,-13.242,-29.3618
-4904.79,-8.46298,-31.0285
-4902.34,-3.09865,-31.2274
-4899.9,2.21373,-29.9711
-4897.46,6.93433,-27.3413
-4895.02,10.6416,-23.4235
-4892.58,13.036,-18.2961
-4890.14,13.9371,-12.0829
-4887.7,13.2852,-5.03818
-4885.25,11.1505,2.38547
-4882.81,7.74883,9.53706
-4880.37,3.45328,15.6587
-4877.93,-1.21159,20.0501
-4875.49,-5.60624,22.2585
-4873.05,-9.04884,22.2206
-4870.61,-10.9231,20.3064
-4868.16,-10.7992,17.2357
-4865.72,-8.54144,13.891
-4863.28,-4.36705,11.0861
-4860.84,1.16944,9.36075
-4858.4,7.27572,8.86699
-4855.96,13.0891,9.37495
-4853.52,17.8716,10.3874
-4851.07,21.1783,11.3153
-4848.63,22.9483,11.6514
-4846.19,23.4837,11.0888
-4843.75,23.3199,9.55272
-4841.31,23.0245,7.1524
-4838.87,22.9855,4.08841
-4836.43,23.2615,0.557879
-4833.98,23.5443,-3.29918
-4831.54,23.2501,-7.39823
-4829.1,21.7159,-11.6611
-4826.66,18.439,-15.952
-4824.22,13.2853,-20.0365
-4821.78,6.60089,-23.589
-4819.34,-0.80972,-26.2562
-4816.89,-7.83206,-27.7519
-4814.45,-13.2758,-27.9476
-4812.01,-16.133,-26.9203
-4809.57,-15.7921,-24.9302
-4807.13,-12.1625,-22.3396
-4804.69,-5.68798,-19.4971
-4802.25,2.74549,-16.6368
-4799.8,11.979,-13.834
-4797.36,20.7866,-11.0342
-4794.92,28.081,-8.14732
-4792.48,33.081,-5.16054
-4790.04,35.4148,-2.22034
-4787.6,35.1434,0.36203
-4785.16,32.6986,2.19332
-4782.71,28.7488,2.94355
-4780.27,24.0193,2.49736
-4777.83,19.1107,1.04576
-4775.39,14.3628,-0.929906
-4772.95,9.80405,-2.78882
-4770.51,5.20636,-3.93791
-4768.07,0.230414,-4.0417
-4765.63,-5.38289,-3.15594
-4763.18,-11.6385,-1.72588
-4760.74,-18.1956,-0.442989
-4758.3,-24.396,-0.00226498
-4755.86,-29.4136,-0.845757
-4753.42,-32.4805,-2.98328
-4750.98,-33.1182,-5.95801
-4748.54,-31.2956,-8.97322
-4746.09,-27.4578,-11.1397
-4743.65,-22.4142,-11.7607
-4741.21,-17.1176,-10.5574
-4738.77,-12.4057,-7.76092
-4736.33,-8.78918,-4.04125
-4733.89,-6.3502,-0.300787
-4731.45,-4.7827,2.59818
-4729,-3.5569,4.0811
-4726.56,-2.14901,4.00965
-4724.12,-0.259485,2.69062
-4721.68,2.04986,0.750899
-4719.24,4.34451,-1.06876
-4716.8,5.93451,-2.1361
-4714.36,6.08353,-2.09463
-4711.91,4.2412,-0.931515
-4709.47,0.234038,1.05816
-4707.03,-5.64531,3.39407
-4704.59,-12.6743,5.56575
-4702.15,-19.8512,7.17478
-4699.71,-26.1154,8.02158
-4697.27,-30.577,8.12207
-4694.82,-32.6947,7.66014
-4692.38,-32.359,6.90358
-4689.94,-29.8688,6.11487
-4687.5,-25.8192,5.48516
-4685.06,-20.9441,5.10673
-4682.62,-15.9595,4.98172
-4680.18,-11.4519,5.05411
-4677.73,-7.82641,5.24646
-4675.29,-5.31162,5.48628
-4672.85,-3.99492,5.71672
-4670.41,-3.85861,5.89554
-4667.97,-4.79476,5.99284
-4665.53,-6.59808,5.99682
-4663.09,-8.95078,5.93018
-4660.64,-11.4275,5.86962
-4658.2,-13.5413,5.95358
-4655.76,-14.8346,6.36245
-4653.32,-14.9975,7.26477
-4650.88,-13.9675,8.74012
-4648.44,-11.9778,10.6967
-4646,-9.51434,12.8216
-4643.55,-7.18793,14.5928
-4641.11,-5.55081,15.3637
-4638.67,-4.91507,14.5144
-4636.23,-5.2351,11.6295
-4633.79,-6.09692,6.65233
-4631.35,-6.82491,-0.038846
-4628.91,-6.6755,-7.66589
-4626.46,-5.05932,-15.1996
-4624.02,-1.72092,-21.5887
-4621.58,3.17871,-26.0061
-4619.14,9.10007,-28.0416
-4616.7,15.2679,-27.781
-4614.26,20.8712,-25.7456
-4611.82,25.2563,-22.7101
-4609.38,28.0562,-19.4517
-4606.93,29.2225,-16.5097
-4604.49,28.9591,-14.0329
-4602.05,27.5875,-11.7634
-4599.61,25.3926,-9.16384
-4597.17,22.5027,-5.64905
-4594.73,18.8407,-0.844777
-4592.29,14.1659,5.21162
-4589.84,8.19086,12.0011
-4587.4,0.741418,18.6122
-4584.96,-8.09153,23.9692
-4582.52,-17.8563,27.1298
-4580.08,-27.7364,27.5594
-4577.64,-36.6506,25.2921
-4575.2,-43.4419,20.9258
-4572.75,-47.1118,15.4513
-4570.31,-47.0437,9.97011
-4567.87,-43.1566,5.39443
