70	141.162
140	119.682
210	113.298
280	57.9398
350	62.2083
420	42.5002
490	33.3952
560	21.8724
630	16.8463
700	8.29782
770	5.74123
840	2.57571
910	7.84718
980	3.94991
1050	4.70902
1120	1.60869
1190	5.90068
1260	4.2005
1330	6.37965
1400	5.92214
1470	7.42016
1540	6.51511
1610	5.5425
1680	10.6503
1750	8.16906
1820	11.1228
1890	5.45805
1960	12.7739
2030	10.5552
2100	2.57408
