200	24.5089
400	17.737
600	15.2377
800	13.4029
1000	11.7124
1200	13.0444
1400	9.4597
1600	7.73847
1800	8.67326
2000	9.71362
2200	7.78833
2400	6.35256
2600	7.21356
2800	6.32698
3000	6.0398
3200	5.42469
3400	6.13672
3600	5.46041
3800	4.31944
4000	3.77748
4200	5.90484
4400	4.12633
4600	3.12688
4800	2.28991
5000	2.8393
5200	2.58337
5400	2.22162
5600	1.99657
5800	2.06413
6000	2.71041
