168.8,5.43752e-015
168.9,1.60713e-005
169,-0.000152381
169.1,-0.000171426
169.2,0.00243802
169.3,0.0108773
169.4,0.0118918
169.5,-0.00221635
169.6,-0.0120739
169.7,0.0053987
169.8,0.0318952
169.9,0.0337669
170,-0.00394114
170.1,-0.0252365
170.2,-0.00909457
170.3,0.0420247
170.4,0.0595342
170.5,0.0175309
170.6,-0.0591481
170.7,-0.08693
170.8,-0.00309142
170.9,0.098303
171,0.0770937
171.1,-0.0166613
171.2,-0.0968551
171.3,-0.0768594
171.4,0.0297136
171.5,0.0493557
171.6,0.0176901
171.7,-0.103352
171.8,-0.169346
171.9,-0.0615937
172,0.0370624
172.1,0.0478051
172.2,-0.096672
172.3,-0.246243
172.4,-0.120625
172.5,0.0470613
172.6,0.135193
172.7,-0.0648765
172.8,-0.272917
172.9,-0.3852
173,-0.0584764
173.1,0.154289
173.2,0.0629981
173.3,-0.316204
173.4,-0.519252
173.5,-0.210237
173.6,0.310438
173.7,0.33192
173.8,-0.057583
173.9,-0.479123
174,-0.261735
174.1,0.341419
174.2,0.70173
174.3,0.123069
174.4,-0.637701
174.5,-0.608758
174.6,-0.047553
174.7,0.696841
174.8,0.0699206
174.9,-0.886621
175,-1.36771
175.1,-0.564651
175.2,0.445289
175.3,0.600588
175.4,-0.616397
175.5,-1.47014
175.6,-0.827384
175.7,0.446704
175.8,1.25801
175.9,0.392815
176,-0.886486
176.1,-0.811045
176.2,0.182626
176.3,1.59217
176.4,2.05955
176.5,0.11085
176.6,-1.67697
176.7,-1.61375
176.8,0.324833
176.9,2.14239
177,1.20305
177.1,-1.1597
177.2,-1.63084
177.3,-0.34053
177.4,1.69469
177.5,1.91817
177.6,-0.764779
177.7,-1.69702
177.8,-0.441821
177.9,1.89699
178,3.01217
178.1,1.52809
178.2,-0.925891
178.3,-1.25321
178.4,1.04449
178.5,3.25151
178.6,1.88584
178.7,-1.83281
178.8,-3.45507
178.9,-0.811478
179,2.91881
179.1,3.34696
179.2,-0.248907
179.3,-4.93788
179.4,-4.33181
179.5,-0.473307
179.6,2.88451
179.7,1.96198
179.8,-2.80795
179.9,-4.6774
180,-2.00253
180.1,2.15382
180.2,3.16328
180.3,-0.785295
180.4,-3.99982
180.5,-3.10614
180.6,2.44319
180.7,4.51439
180.8,1.69559
180.9,-3.69497
181,-4.70866
181.1,-1.10761
181.2,4.00223
181.3,4.34715
181.4,0.14382
181.5,-4.31597
181.6,-2.60247
181.7,2.43436
181.8,5.47453
181.9,2.66112
182,-3.10214
182.1,-4.59056
182.2,0.959459
182.3,5.3976
182.4,4.23728
182.5,-0.89502
182.6,-4.5794
182.7,-1.66633
182.8,4.44158
182.9,6.5129
183,1.89206
183.1,-3.58308
183.2,-3.24855
183.3,1.52244
183.4,4.67369
183.5,4.06073
183.6,-1.41132
183.7,-4.01629
183.8,-2.59458
183.9,2.31106
184,3.97589
184.1,-0.362331
184.2,-3.48388
184.3,-4.01623
184.4,1.26084
184.5,3.9495
184.6,2.21082
184.7,0.152813
184.8,-2.61388
184.9,0.440658
185,6.48406
185.1,5.29257
185.2,0.955736
185.3,-4.02919
185.4,-0.977128
185.5,4.37709
185.6,5.85381
185.7,0.29509
185.8,-5.25896
185.9,-5.94987
186,0.304662
186.1,5.23387
186.2,3.6022
186.3,-5.34368
186.4,-11.8173
186.5,-3.44477
186.6,6.63559
186.7,8.87374
186.8,-0.992005
186.9,-9.87836
187,-7.91706
187.1,0.734961
187.2,9.82886
187.3,4.86159
187.4,-6.03407
187.5,-7.63808
187.6,-2.72696
187.7,6.32174
187.8,5.32712
187.9,-5.97633
188,-11.8876
188.1,-9.2587
188.2,0.85481
188.3,7.24154
188.4,0.202405
188.5,-9.53694
188.6,-9.14789
188.7,3.32567
188.8,11.4275
188.9,5.05504
189,-7.7656
189.1,-11.7917
189.2,-0.651053
189.3,14.4449
189.4,15.5159
189.5,3.36067
189.6,-7.94432
189.7,-6.40356
189.8,5.72621
189.9,12.1441
190,8.04587
190.1,-3.20225
190.2,-7.68107
190.3,-0.142496
190.4,6.9179
190.5,7.35835
190.6,-1.96946
190.7,-9.77681
190.8,-5.21011
190.9,3.65764
191,8.22348
191.1,3.9408
191.2,-8.09364
191.3,-11.1543
191.4,-3.30659
191.5,5.56905
191.6,8.46733
191.7,-1.98044
191.8,-11.756
191.9,-9.61726
192,-0.431694
192.1,7.55406
192.2,2.46285
192.3,-10.4167
192.4,-13.6529
192.5,-4.91788
192.6,6.49925
192.7,5.04241
192.8,-5.93241
192.9,-16.0513
193,-10.4935
193.1,5.90749
193.2,8.9055
193.3,0.0884638
193.4,-12.2288
193.5,-12.3982
193.6,1.95449
193.7,11.742
193.8,8.71061
193.9,-3.89263
194,-12.6154
194.1,-3.87981
194.2,9.33852
194.3,13.1363
194.4,1.61265
194.5,-14.0939
194.6,-13.1555
194.7,-0.0966078
194.8,9.33021
194.9,1.0429
195,-12.4909
195.1,-17.4455
195.2,-4.97582
195.3,5.3719
195.4,6.91327
195.5,-2.56524
195.6,-12.119
195.7,-7.92052
195.8,5.66503
195.9,14.7084
196,7.63838
196.1,-8.06489
196.2,-12.9189
196.3,6.49494
196.4,22.6434
196.5,12.5964
196.6,-11.2292
196.7,-18.1063
196.8,-8.23108
196.9,18.1167
197,18.2119
197.1,0.552528
197.2,-17.2173
197.3,-13.7333
197.4,7.40686
197.5,18.9499
197.6,8.04915
197.7,-8.46945
197.8,-8.93167
197.9,4.90998
198,23.4761
198.1,19.4851
198.2,2.10204
198.3,-12.3996
198.4,-4.83436
198.5,17.6133
198.6,14.7211
198.7,-4.1063
198.8,-18.1846
198.9,-11.7101
199,10.5516
199.1,21.2003
199.2,8.0783
199.3,-22.2549
199.4,-28.6133
199.5,-14.5156
199.6,10.4264
199.7,17.649
199.8,-3.18494
199.9,-23.4864
200,-22.9121
200.1,1.18876
200.2,15.0085
200.3,12.0751
200.4,-8.25612
200.5,-17.8339
200.6,-6.11401
200.7,14.9784
200.8,22.8662
200.9,-0.570703
201,-20.0559
201.1,-19.473
201.2,10.2199
201.3,29.9344
201.4,18.4976
201.5,-12.3203
201.6,-26.7229
201.7,-6.57071
201.8,26.839
201.9,28.1747
202,1.1001
202.1,-22.5452
202.2,-15.1942
202.3,12.4231
202.4,26.7061
202.5,16.4841
202.6,-9.46723
202.7,-20.6963
202.8,-0.188825
202.9,27.2879
203,30.1421
203.1,2.52863
203.2,-20.97
203.3,-12.1548
203.4,12.3896
203.5,26.1215
203.6,18.3472
203.7,-14.9512
203.8,-26.1911
203.9,-8.13837
204,14.1661
204.1,20.085
204.2,-1.28724
204.3,-17.4835
204.4,-17.2903
204.5,6.8981
204.6,22.0633
204.7,17.404
204.8,-5.65117
204.9,-17.4107
205,1.77685
205.1,24.7477
205.2,26.4566
205.3,3.07363
205.4,-17.1092
205.5,-9.84224
205.6,11.0079
205.7,18.7106
205.8,6.54934
205.9,-22.6752
206,-23.9939
206.1,0.209683
206.2,20.6061
206.3,-2.21388
206.4,-30.3391
206.5,-33.2834
206.6,2.65708
206.7,28.6131
206.8,18.0574
206.9,-13.8196
207,-37.2166
207.1,-13.299
207.2,21.7538
207.3,23.9736
207.4,-1.84458
207.5,-28.0095
207.6,-26.2794
207.7,0.76517
207.8,18.6825
207.9,11.0387
208,-22.6255
208.1,-43.9782
208.2,-24.7783
208.3,12.1406
208.4,19.7252
208.5,2.39468
208.6,-21.6564
208.7,-24.7255
208.8,5.21391
208.9,21.4631
209,12.1062
209.1,-12.3579
209.2,-20.5271
209.3,1.53002
209.4,34.6959
209.5,39.4902
209.6,10.6624
209.7,-22.2249
209.8,-29.9978
209.9,10.6691
210,38.6794
210.1,24.1854
210.2,-12.9813
210.3,-37.9771
210.4,-15.4625
210.5,25.5285
210.6,29.2372
210.7,-3.49386
210.8,-36.5762
210.9,-27.5246
211,16.3329
211.1,35.8304
211.2,14.8031
211.3,-28.244
211.4,-37.8394
211.5,-9.03267
211.6,29.0935
211.7,29.7918
211.8,-14.4153
211.9,-39.4518
212,-26.5998
212.1,12.6944
212.2,33.6045
212.3,4.96149
212.4,-33.7637
212.5,-39.6279
212.6,-10.9268
212.7,29.2191
212.8,22.0953
212.9,-20.7389
213,-42.0168
213.1,-27.6253
213.2,13.0741
213.3,29.8184
213.4,4.73331
213.5,-28.9822
213.6,-35.588
213.7,0.304539
213.8,38.9665
213.9,28.267
214,-13.7525
214.1,-33.9001
214.2,-14.5186
214.3,24.8373
214.4,35.0552
214.5,3.19579
214.6,-41.7114
214.7,-40.3989
214.8,-0.678097
214.9,28.3228
215,14.4529
215.1,-29.9222
215.2,-45.3577
215.3,-24.4025
215.4,21.3865
215.5,38.1567
215.6,0.372574
215.7,-34.6779
215.8,-26.1227
215.9,12.8226
216,44.1038
216.1,23.8139
216.2,-18.5285
216.3,-21.1637
216.4,8.18394
216.5,28.4442
216.6,19.7675
216.7,-11.0167
216.8,-27.3709
216.9,-7.0818
217,25.9607
217.1,27.9829
217.2,1.94604
217.3,-28.3265
217.4,-23.0621
217.5,6.91568
217.6,28.5561
217.7,24.6044
217.8,-7.17669
217.9,-19.4605
218,4.34723
218.1,32.7107
218.2,36.6942
218.3,9.96494
218.4,-21.4502
218.5,-16.3448
218.6,6.62807
218.7,18.9422
218.8,16.9257
218.9,-7.45395
219,-23.6931
219.1,-8.46785
219.2,14.7263
219.3,6.95331
219.4,-23.1384
219.5,-42.8674
219.6,-25.2926
219.7,12.3942
219.8,25.169
219.9,7.0197
220,-26.3083
220.1,-35.8574
220.2,-9.42257
220.3,22.5752
220.4,24.2809
220.5,-10.3691
220.6,-32.3053
220.7,-19.0268
220.8,18.5817
220.9,32.102
221,3.98044
221.1,-26.7837
221.2,-24.1254
221.3,13.2595
221.4,35.7285
221.5,24.107
221.6,-15.5829
221.7,-35.6341
221.8,-6.80923
221.9,37.5007
222,38.999
222.1,6.48683
222.2,-31.5397
222.3,-22.4019
222.4,16.794
222.5,43.8831
222.6,29.8488
222.7,-15.0112
222.8,-32.0783
222.9,1.75677
223,38.5647
223.1,38.6679
223.2,5.01068
223.3,-31.1724
223.4,-22.1446
223.5,16.6289
223.6,40.0451
223.7,19.1035
223.8,-23.2698
223.9,-37.2793
224,-12.957
224.1,29.1933
224.2,30.3521
224.3,-8.07909
224.4,-30.1164
224.5,-20.5984
224.6,21.4485
224.7,46.3895
224.8,18.8733
224.9,-15.8266
225,-21.0617
225.1,6.97272
225.2,38.0351
225.3,32.8241
225.4,-1.84564
225.5,-29.684
225.6,-20.014
225.7,16.8035
225.8,31.3037
225.9,5.32367
226,-26.8327
226.1,-33.5175
226.2,-3.53686
226.3,12.7297
226.4,3.77172
226.5,-10.5721
226.6,-17.9016
226.7,-8.66672
226.8,9.07926
226.9,16.6235
227,-7.84796
227.1,-19.4126
227.2,-17.1585
227.3,4.50913
227.4,22.3338
227.5,11.4507
227.6,-19.4561
227.7,-28.155
227.8,-16.8321
227.9,10.8469
228,12.08
228.1,-10.0412
228.2,-36.6612
228.3,-23.9282
228.4,4.49412
228.5,21.3124
228.6,19.7449
228.7,-11.5918
228.8,-27.1977
228.9,-14.0741
229,16.3329
229.1,24.4273
229.2,7.58359
229.3,-11.1804
229.4,-2.4994
229.5,21.6992
229.6,30.983
229.7,11.3873
229.8,-19.5584
229.9,-22.1124
230,9.19569
230.1,32.1794
230.2,26.2767
230.3,-16.5687
230.4,-32.7856
230.5,-10.3562
230.6,21.5217
230.7,26.067
230.8,-1.30062
230.9,-29.7943
231,-17.737
231.1,14.496
231.2,27.1908
231.3,7.5519
231.4,-26.8473
231.5,-33.08
231.6,1.50023
231.7,21.7312
231.8,12.3338
231.9,-16.8298
232,-37.2137
232.1,-16.0913
232.2,15.5049
232.3,22.8458
232.4,0.708781
232.5,-34.5904
232.6,-26.5294
232.7,2.11054
232.8,20.2424
232.9,7.26868
233,-19.1722
233.1,-30.2103
