-10,1194.43
-9.375,1063.46
-8.75,719.996
-8.125,1053.05
-7.5,2174.58
-6.875,5003.58
-6.25,9373.46
-5.625,13014.8
-5,16731.7
-4.375,20001.1
-3.75,23209.5
-3.125,26597.3
-2.5,29672.2
-1.875,31781
-1.25,31497.2
-0.625,31207.8
0,30055.1
0.625,28402.9
1.25,24337.2
1.875,20618.7
2.5,16654
3.125,9550.69
3.75,3748.81
4.375,1707.04
5,1548.46
5.625,1661.29
6.25,1478.53
6.875,1023.33
7.5,461.048
8.125,810.881
8.75,878.061
9.375,2166.58
