-10000,-71.9951,38.2805
-9995.12,-82.2387,18.9304
-9990.23,-90.8503,2.39894
-9985.35,-96.4869,-9.0847
-9980.47,-98.2111,-14.3714
-9975.59,-95.5744,-13.578
-9970.7,-88.6342,-7.94928
-9965.82,-77.948,0.556999
-9960.94,-64.5655,9.83298
-9956.05,-49.9992,18.158
-9951.17,-36.1253,24.5469
-9946.29,-24.9721,28.8237
-9941.41,-18.3876,31.4281
-9936.52,-17.6309,33.0461
-9931.64,-22.993,34.2174
-9926.76,-33.5716,35.0565
-9921.88,-47.3047,35.1798
-9916.99,-61.3009,33.8431
-9912.11,-72.4193,30.2253
-9907.23,-77.9647,23.7462
-9902.34,-76.3185,14.3098
-9897.46,-67.3343,2.39945
-9892.58,-52.3808,-10.9922
-9887.7,-34.0155,-24.5618
-9882.81,-15.3712,-36.9562
-9877.93,0.582037,-47.025
-9873.05,11.706,-54.0089
-9868.16,17.1232,-57.6345
-9863.28,17.3017,-58.1112
-9858.4,13.7921,-56.0391
-9853.52,8.70448,-52.2481
-9848.63,4.082,-47.5983
-9843.75,1.3512,-42.7777
-9838.87,0.998599,-38.1457
-9833.98,2.55299,-33.6657
-9829.1,4.86041,-28.9635
-9824.22,6.55337,-23.5063
-9819.34,6.55942,-16.8649
-9814.45,4.48985,-8.97518
-9809.57,0.788122,-0.305158
-9804.69,-3.40274,8.14845
-9799.8,-6.60634,15.0622
-9794.92,-7.49211,19.1383
-9790.04,-5.32058,19.5052
-9785.16,-0.214126,16.0286
-9780.27,6.81991,9.42064
-9775.39,14.1153,1.09264
-9770.51,19.748,-7.21279
-9765.63,21.9944,-13.9007
-9760.74,19.7209,-17.9593
-9755.86,12.613,-19.215
-9750.98,1.20399,-18.3234
-9746.09,-13.2774,-16.5057
-9741.21,-29.1799,-15.117
-9736.33,-44.7431,-15.1857
-9731.45,-58.3821,-17.068
-9726.56,-68.8898,-20.318
-9721.68,-75.5432,-23.8048
-9716.8,-78.1182,-26.0437
-9711.91,-76.8319,-25.6345
-9707.03,-72.2422,-21.6938
-9702.15,-65.1259,-14.1621
-9697.27,-56.357,-3.90183
-9692.38,-46.7954,7.44335
-9687.5,-37.1993,17.7998
-9682.62,-28.1643,25.1536
-9677.73,-20.093,28.0598
-9672.85,-13.1924,26.0436
-9667.97,-7.49689,19.779
-9663.09,-2.91129,10.9769
-9658.2,0.731988,1.98831
-9653.32,3.60656,-4.79667
-9648.44,5.82735,-7.59553
-9643.55,7.39965,-5.74732
-9638.67,8.19779,0.0671709
-9633.79,7.98863,7.98411
-9628.91,6.50672,15.469
-9624.02,3.56845,20.0452
-9619.14,-0.803731,20.0328
-9614.26,-6.29067,15.0736
-9609.38,-12.2641,6.28407
-9604.49,-17.8786,-4.01653
-9599.61,-22.2615,-12.9213
-9594.73,-24.7541,-17.7156
-9589.84,-25.1315,-16.5945
-9584.96,-23.7192,-9.11745
-9580.08,-21.3536,3.70959
-9575.2,-19.1791,19.7276
-9570.31,-18.3307,36.185
-9565.43,-19.5983,50.3961
-9560.55,-23.179,60.3195
-9555.66,-28.5985,64.9216
-9550.78,-34.8306,64.2636
-9545.9,-40.5734,59.3323
-9541.02,-44.5944,51.6907
-9536.13,-46.03,43.0589
-9531.25,-44.5537,34.9314
-9526.37,-40.373,28.3078
-9521.48,-34.0801,23.5815
-9516.6,-26.4276,20.586
-9511.72,-18.1196,18.7688
-9506.84,-9.68709,17.437
-9501.95,-1.47537,16.0097
-9497.07,6.27931,14.2124
-9492.19,13.3438,12.1621
-9487.3,19.4128,10.3215
-9482.42,24.1108,9.33435
-9477.54,27.0728,9.7896
-9472.66,28.0688,11.9821
-9467.77,27.1203,15.7493
-9462.89,24.5548,20.4382
-9458.01,20.9741,25.0184
-9453.13,17.1412,28.3177
-9448.24,13.8235,29.3098
-9443.36,11.6386,27.3719
-9438.48,10.9437,22.4373
-9433.59,11.7883,15.0037
-9428.71,13.9275,6.00206
-9423.83,16.8791,-3.42384
-9418.95,20.0024,-12.1582
-9414.06,22.5834,-19.3017
-9409.18,23.9231,-24.265
-9404.3,23.4313,-26.7635
